o:id,skos:prefLabel,dcterms:isReferencedBy ^^uri,skos:notation,skos:altLabel @fr,skos:altLabel @en,skos:scopeNote @fr,skos:scopeNote @en,skos:broader ^^resource,skos:narrower ^^resource,skos:related ^^resource
308,Associations,http://vocabularies.unesco.org/thesaurus/concept3170,6.75,Association,Associations,,,2939,2300|3245|4437|4486,671|1651|2812|2815|3234|4180
3245,Professional associations,http://vocabularies.unesco.org/thesaurus/concept3178,6.75,Association professionnelle,Professional associations,,,308,,4027
2300,Learned societies,http://vocabularies.unesco.org/thesaurus/concept3204,6.75,Société savante,Learned societies,,,308,,
4437,Womens organizations,http://vocabularies.unesco.org/thesaurus/concept3205,6.75,Organisation féminine,Womens organizations,,,308,,4436
4486,Youth organizations,http://vocabularies.unesco.org/thesaurus/concept3206,6.75,Organisation de jeunesse,Youth organizations,Organisme en dehors du cadre scolaire.,Organizations outside school.,308,,3955|4485|4487|4484
2815,Nonprofit organizations,http://vocabularies.unesco.org/thesaurus/concept3210,6.75,Société à but non lucratif,Nonprofit organizations,,,2939,,3231|1772|2391|4023|308|3233
3234,Private organizations,http://vocabularies.unesco.org/thesaurus/concept3211,6.75,Organisation privée,Private organizations,,,2939,,308|3233
2435,Management audit,http://vocabularies.unesco.org/thesaurus/concept3361,6.75,Vérification de la gestion,Management audit,Évaluation systématique des méthodes de gestion par des équipes de l'intérieur ou de l'extérieur d'une organisation.,The systematic appraisal of management methods by teams from either the organization or outside.,2439,,
2018,Industrial management,http://vocabularies.unesco.org/thesaurus/concept3402,6.75,Gestion industrielle,Industrial management,,,2434,,2019|338|2478|514|2013
507,Bureaucracy,http://vocabularies.unesco.org/thesaurus/concept4448,6.75,Bureaucratie,Bureaucracy,,,2939,,581|642|1763|2394|3283|3299|2938
2938,Organizational change,http://vocabularies.unesco.org/thesaurus/concept4451,6.75,Changement de structure,Organizational change,,,2439,,1415|2939|3770|2633|3283|507|2448
582,Centralization,http://vocabularies.unesco.org/thesaurus/concept4874,6.75,Centralisation,Centralization,,,1028,,1016
1016,Decentralization,http://vocabularies.unesco.org/thesaurus/concept4877,6.75,Décentralisation,Decentralization,Déconcentration ou distribution des fonctions et pouvoirs d'une autorité centrale à une autorité locale ou à une communauté.,Dispersion or distribution of functions and powers from a central authority to a local authority or community.,1028,,2394|582
3313,Quality circles,http://vocabularies.unesco.org/thesaurus/concept4915,6.75,Cercle de qualité,Quality circles,"Groupe de travailleurs, effectuant un travail similaire et entraînés à identifier et résoudre les problèmes, qui se porte volontaire pour faire des recommendations concernant l'amélioration de la productivité, de la qualité, de l'état d'esprit des travailleurs, etc.","A group of workers, performing similar work and trained to identify and solve problems, who volunteer to make recommendations relating to the improvement of productivity, quality, work morale, etc.",2439,,1791|4455
3257,Project selection,http://vocabularies.unesco.org/thesaurus/concept5133,6.75,Choix de projet,Project selection,,,3256,,
3233,Private enterprises,http://vocabularies.unesco.org/thesaurus/concept5674,6.75,Entreprise privée,Private enterprises,,,1415,,702|2475|3235|3236|3237|2815|3234|3288
834,Cooperatives,http://vocabularies.unesco.org/thesaurus/concept6600,6.75,Coopérative,Cooperatives,,,1415,116,
2925,Optimization,http://vocabularies.unesco.org/thesaurus/concept6659,6.75,Optimisation,Optimization,,,2918,,3314|4002|841|3922|2363
68,Administration,http://vocabularies.unesco.org/thesaurus/concept668,6.75,Administration,Administration,,,,71|72|73,1415|2434|2439|2939
1415,Enterprises,http://vocabularies.unesco.org/thesaurus/concept669,6.75,Entreprise,Enterprises,,,,122|834|2013|2198|3233|3288|3737|4210,68|2434|2939|512|2938
2434,Management,http://vocabularies.unesco.org/thesaurus/concept670,6.75,Gestion,Management,"Utiliser en référence à trois tâches principales: la responsabilité et la supervision du travail d'autres personnes, l'attribution de main-d'oeuvre, de matériel et de capital pour une production à haut rendement, et enfin la prise de décision.","Use in connection with three main tasks: supervision of and responsibility for the work of others, allocating labour, material and capital to produce a high return, and decision making.",,514|2018|2222,68|1415|2939|3256|2442
3251,Programme planning,http://vocabularies.unesco.org/thesaurus/concept6704,6.75,Planification de programmes,Programme planning,,,2439,,850|1064|3253
3254,Project evaluation,http://vocabularies.unesco.org/thesaurus/concept6705,6.75,Évaluation de projet,Project evaluation,,,3256,,850
2439,Management operations,http://vocabularies.unesco.org/thesaurus/concept671,6.75,Opération de gestion,Management operations,,,,1018|1028|2435|2938|3091|3117|3240|3251|3313|3357|3504,68|2440|1791
2440,Management techniques,http://vocabularies.unesco.org/thesaurus/concept672,6.75,Technique de gestion,Management techniques,,,,2363|2436|2777|2918|2936,2439|3641|1626|4002|3461
2939,Organizations,http://vocabularies.unesco.org/thesaurus/concept673,6.75,Organisation,Organizations,,,,308|507|1767|2815|3234|3911,68|1415|2434|2938
3256,Project management,http://vocabularies.unesco.org/thesaurus/concept674,6.75,Gestion de projet,Project management,,,,3253|3254|3255|3257,2434|1065|3504
1018,Decision making,http://vocabularies.unesco.org/thesaurus/concept7323,6.75,Prise de décision,Decision making,,,2439,,1488|1626|4002|4316|3370|976|1019|3240|3357
1019,Decision theory,http://vocabularies.unesco.org/thesaurus/concept7515,6.75,Théorie de la décision,Decision theory,,,2918,,3354|1018|1693
3240,Problem solving,http://vocabularies.unesco.org/thesaurus/concept7517,6.75,Résolution de problèmes,Problem solving,,,2439,,2618|3370|1018|3357
3357,Rationalization,http://vocabularies.unesco.org/thesaurus/concept7518,6.75,Rationalisation,Rationalization,,,2439,,3370|1018|3240
1693,Game theory,http://vocabularies.unesco.org/thesaurus/concept7524,6.75,Théorie des jeux,Game theory,,,2918,,3239|2056|1019|2363
1028,Delegation of authority,http://vocabularies.unesco.org/thesaurus/concept7574,6.75,Délégation d'autorité,Delegation of authority,,,2439,582|1016,2299
3585,Scenarios,http://vocabularies.unesco.org/thesaurus/concept7880,6.75,Scénario,Scenarios,,,2918,,1061|1067
3935,Strategic planning,http://vocabularies.unesco.org/thesaurus/concept7908,6.75,Planification stratégique,Strategic planning,,,3092,,1067
3737,Size of enterprise,http://vocabularies.unesco.org/thesaurus/concept8041,6.75,Dimension de l'entreprise,Size of enterprise,,,1415,3754,1190|2553|3757
2436,Management by objectives,http://vocabularies.unesco.org/thesaurus/concept8071,6.75,Direction par objectifs,Management by objectives,Détermination de buts à atteindre dans une organisation afin de réaliser un meilleur rendement.,Setting targets within an organization in order to achieve greater efficiency.,2440,,
3253,Project design,http://vocabularies.unesco.org/thesaurus/concept8201,6.75,Élaboration de projet,Project design,,,3256,,1544|3251
3255,Project implementation,http://vocabularies.unesco.org/thesaurus/concept9487,6.75,Exécution de projet,Project implementation,,,3256,,
3117,Policy making,http://vocabularies.unesco.org/thesaurus/concept9490,6.75,Élaboration d'une politique,Policy making,,,2439,3461,1768|3091
2198,Joint ventures,http://vocabularies.unesco.org/thesaurus/concept9669,6.75,Entreprise en participation,Joint ventures,"Projet impliquant des entreprises ou des organisations qui associent théorie, savoir-faire, capital et/ou travail pour atteindre un objectif commun.","Project involving enterprises or organizations that combine theory, know-how, capital and/or labour to reach a common objective.",1415,,1629|4210
2013,Industrial enterprises,http://vocabularies.unesco.org/thesaurus/concept9671,6.75,Entreprise industrielle,Industrial enterprises,,,1415,,2011|2018
3754,Small enterprises,http://vocabularies.unesco.org/thesaurus/concept9673,6.75,Petite entreprise,Small enterprises,,,3737,,4190|3757|2575
3288,Public enterprises,http://vocabularies.unesco.org/thesaurus/concept9676,6.75,Entreprise publique,Public enterprises,,,1415,3302,1761|3283|2753|3296|3299|3303|3233
4210,Transnational corporations,http://vocabularies.unesco.org/thesaurus/concept9679,6.75,Société transnationale,Transnational corporations,Société fonctionnant dans plusieurs pays mais dont les services et même les outils de production sont souvent localisés à l'extérieur de ces pays.,Companies operating in a number of countries but with service and even production facilities frequently located outside those countries.,1415,,1629|2198
2196,Job evaluation,http://vocabularies.unesco.org/thesaurus/concept10498,6.80,Évaluation des emplois,Job evaluation,"Analyse, selon des procédures objectives, de la valeur relative des postes individuels dans une organisation afin d'en déterminer le salaire et la promotion.",Determination by objective procedures of the relative value of individual jobs in an organization for such purposes as wage determination and promotion.,3379,,4452|2195|2866
1525,Factory workers,http://vocabularies.unesco.org/thesaurus/concept10686,6.80,Ouvrier d'usine,Factory workers,,,4453,,
4432,Women workers,http://vocabularies.unesco.org/thesaurus/concept10784,6.80,Femme travailleur,Women workers,,,4453,,1700|4434
2867,Occupational safety,http://vocabularies.unesco.org/thesaurus/concept1169,6.80,Sécurité du travail,Occupational safety,,,4458,3554,52|1589|3331|3553|2082|2862|3316|4449
2614,Minimum wage,http://vocabularies.unesco.org/thesaurus/concept12215,6.80,Salaire minimum,Minimum wage,,,4361,,1984|3183
4361,Wages,http://vocabularies.unesco.org/thesaurus/concept12216,6.80,Salaire,Wages,Paiement effectué pour un travail accompli.,Payment made for work performed.,3032,1666|2614|4360,2232|1984|3020|2234
4360,Wage policy,http://vocabularies.unesco.org/thesaurus/concept12227,6.80,Politique des salaires,Wage policy,,,4361,,1988|2241
4448,Work attitudes,http://vocabularies.unesco.org/thesaurus/concept1274,6.80,Attitude envers le travail,Work attitudes,,,2197,,2668|2865|4449
2449,Manual workers,http://vocabularies.unesco.org/thesaurus/concept13713,6.80,Travailleur manuel,Manual workers,,,4453,4286,
4286,Unskilled workers,http://vocabularies.unesco.org/thesaurus/concept13714,6.80,Travailleur non qualifié,Unskilled workers,,,2449,,
3033,Personnel selection,http://vocabularies.unesco.org/thesaurus/concept14684,6.80,Sélection du personnel,Personnel selection,,,3379,,4047|2866
3738,Skilled workers,http://vocabularies.unesco.org/thesaurus/concept14685,6.80,Travailleur qualifié,Skilled workers,,,4453,861,3740|2866
4451,Work organization,http://vocabularies.unesco.org/thesaurus/concept14819,6.80,Organisation du travail,Work organization,,,4458,,3242|4452|3316
2551,Mentoring,http://vocabularies.unesco.org/thesaurus/concept17109,6.80,Mentorat,Mentoring,,,544,,4349|856
3554,Safety of journalists,http://vocabularies.unesco.org/thesaurus/concept17143,6.80,Sécurité des journalistes,Safety of journalists,,,2867,,2203
140,Agricultural workers,http://vocabularies.unesco.org/thesaurus/concept1835,6.80,Travailleur agricole,Agricultural workers,,,4453,,3011|1536|3538|144
4449,Work environment,http://vocabularies.unesco.org/thesaurus/concept2142,6.80,Milieu du travail,Work environment,,,4458,,2863|2862|1451|1905|2197|2867|2868|3316|4448
3020,Performance appraisal,http://vocabularies.unesco.org/thesaurus/concept2572,6.80,Appréciation des performances,Performance appraisal,,,3032,,1488|4361
861,Craft workers,http://vocabularies.unesco.org/thesaurus/concept3043,6.80,Artisan,Craft workers,,,3738,,1814|1815|3757
2310,Leave,http://vocabularies.unesco.org/thesaurus/concept3437,6.80,Autorisation d'absence,Leave,,,3032,,4461
1666,Fringe benefits,http://vocabularies.unesco.org/thesaurus/concept3454,6.80,Avantages accessoires,Fringe benefits,,,4361,,
3246,Professional personnel,http://vocabularies.unesco.org/thesaurus/concept4300,6.80,Personnel professionnel,Professional personnel,"Pour un descripteur plus précis, voir ""métier"" et ""personnel"".","For more specific descriptors, see ""occupations"" and ""personnel"".",3031,,3247|474|2869
1419,Entrepreneurs,http://vocabularies.unesco.org/thesaurus/concept4476,6.80,Entrepreneur,Entrepreneurs,,,2870,,514|1381|2442|3681
2442,Managers,http://vocabularies.unesco.org/thesaurus/concept4498,6.80,Cadre,Managers,,,3031,4428,2434|2870|2437|1246|726|1381|1419
3316,Quality of working life,http://vocabularies.unesco.org/thesaurus/concept4536,6.80,Qualité de la vie de travail,Quality of working life,,,4458,,3315|2197|2865|2867|2868|4449|4451|4461
2866,Occupational qualifications,http://vocabularies.unesco.org/thesaurus/concept4541,6.80,Qualification professionnelle,Occupational qualifications,Combinaison d'aptitudes et de compétences permettant à une personne d'accéder à un emploi.,The combined aptitudes and skills which permit someone to take up a job.,3379,,2870|4043|3740|1254|1450|3739|2195|2196|3033|3738
2441,Managerial characteristics,http://vocabularies.unesco.org/thesaurus/concept4641,6.80,Caractéristique des cadres,Managerial characteristics,,,2865,2299,3469
2861,Occupational choice,http://vocabularies.unesco.org/thesaurus/concept4669,6.80,Choix professionnel,Occupational choice,,,544,,2870|4349
2864,Occupational mobility,http://vocabularies.unesco.org/thesaurus/concept4670,6.80,Mobilité professionnelle,Occupational mobility,,,544,,2870
2869,Occupational status,http://vocabularies.unesco.org/thesaurus/concept4671,6.80,Statut professionnel,Occupational status,"Classification des emplois, position ou statut professionnel d'un individu ou d'un groupe.","Employment rank, position or status achieved by an individual or group.",544,,2870|1041|3810|795|2868|3246
4459,Working life,http://vocabularies.unesco.org/thesaurus/concept4672,6.80,Vie active,Working life,,,544,,4204|962|4461
795,Conditions of employment,http://vocabularies.unesco.org/thesaurus/concept5567,6.80,Conditions d'emploi,Conditions of employment,Les conditions de travail stipulées dans le règlement du personnel d'une entreprise ou d'une organisation ou dans une convention collective négociée entre les représentants d'un employeur et de ses employés.,"Use for the conditions of employment stipulated in the staff regulations of an enterprise or organization, or in a collective agreement negotiated by employer's and workers' representatives.",3032,2197|4458,1382|4032|2869|684
2244,Labour standards,http://vocabularies.unesco.org/thesaurus/concept5569,6.80,Norme de travail,Labour standards,"Norme concernant l'emploi et les conditions de travail, établie dans des conventions collectives entre employeurs et travailleurs ou en vertu de lois ou règlements du travail adoptés par la législature.",Standards concerning employment and working conditions set out in collective agreements between employers and workers or in labour laws and regulations adopted by the legislature.,4458,,2236|1451|684|685
4458,Working conditions,http://vocabularies.unesco.org/thesaurus/concept5570,6.80,Conditions de travail,Working conditions,"Facteurs physiques, sociaux et administratifs qui affectent le milieu de travail d'un travailleur.","The physical, social and managerial factors affecting a worker's job environment.",795,2244|2867|3316|4449|4451,2862|962|2390|1451|4461|684
2197,Job satisfaction,http://vocabularies.unesco.org/thesaurus/concept6208,6.80,Satisfaction au travail,Job satisfaction,,,795,4448,2549|3316|4449
3379,Recruitment,http://vocabularies.unesco.org/thesaurus/concept6510,6.80,Recrutement,Recruitment,Politique et procédure de recherche d'employés qualifiés.,Policies and procedures for seeking qualified employees.,3032,2195|2196|2866|3033,
544,Career development,http://vocabularies.unesco.org/thesaurus/concept677,6.80,Développement de carrière,Career development,"Planification continue visant l'évolution de la carrière d'une personne, prenant en compte son expérience et toute formation entreprise pour améliorer ses compétences ou en acquérir de nouvelles.",The continuous planning carried out to advance a person's career based on experience and on any training undertaken to upgrade qualifications or to acquire new ones.,,2861|2864|2869|4459|2551,4349|3247
2870,Occupations,http://vocabularies.unesco.org/thesaurus/concept678,6.80,Métier,Occupations,,,,1419|3681,296|337|3031|3806|4349|4054|1407|1440|1720|1950|3649|3651|4074|3046|3073|2697|1041|658|244|3021|207|241|1227|1853|2369|3138|3274|3826|3819|1536|262|2203|2337|2297|641|3142|4426|2442|2861|2864|2866|2869|2895
3031,Personnel,http://vocabularies.unesco.org/thesaurus/concept679,6.80,Personnel,Personnel,,,,1380|1381|2442|3246|4453,2232|2870
3032,Personnel management,http://vocabularies.unesco.org/thesaurus/concept680,6.80,Gestion du personnel,Personnel management,"Se réfère à toutes les décisions administratives portant sur la nature des relations entre une organisation et ses employés, c.-à-d., ses ressources humaines.","Refers to all management decisions affecting the nature of the relationship between the organization and its employees, i.e. its human resources.",,795|2310|2868|3020|3379|3473|4361|4461,1911
2865,Occupational psychology,http://vocabularies.unesco.org/thesaurus/concept7236,6.80,Psychologie du travail,Occupational psychology,Application de la psychologie à l'environnement de travail et à la gestion du personnel.,The application of psychology to the work environment and personnel management.,2868,2441,962|3316|4448|1911
2868,Occupational sociology,http://vocabularies.unesco.org/thesaurus/concept7237,6.80,Sociologie du travail,Occupational sociology,"Sociologie appliquée au monde du travail, p. ex. au milieu de travail en tant que système social, au statut professionnel, aux relations intergroupes dans l'entreprise, etc.","Sociology applied to the world of work, e.g. the workplace as a social system, occupational status, intergroup relations in the enterprise, etc.",3032,2865,2243|962|1905|2869|3316|4449|1911
2299,Leadership,http://vocabularies.unesco.org/thesaurus/concept7576,6.80,Leadership,Leadership,,,2441,,3130|1028
2195,Job description,http://vocabularies.unesco.org/thesaurus/concept7784,6.80,Description de poste,Job description,Liste officielle des fonctions et tâches rattachées à un poste donné.,Recognized list of functions and tasks included in a particular job.,3379,,4452|2196|2866
1130,Domestic workers,http://vocabularies.unesco.org/thesaurus/concept8367,6.80,Employé de maison,Domestic workers,,,4453,,3703|2036
4461,Working time,http://vocabularies.unesco.org/thesaurus/concept8565,6.80,Durée du travail,Working time,,,3032,,2327|2310|3316|4458|4459
3473,Retirement,http://vocabularies.unesco.org/thesaurus/concept9494,6.80,Retraite,Retirement,,,3032,,3832|1345|3017
1380,Employees,http://vocabularies.unesco.org/thesaurus/concept9622,6.80,Salarié,Employees,,,3031,,3911|1381|4453
2895,Office workers,http://vocabularies.unesco.org/thesaurus/concept9624,6.80,Employé de bureau,Office workers,,,4453,,2870|2894
1381,Employers,http://vocabularies.unesco.org/thesaurus/concept9626,6.80,Employeur,Employers,,,3031,,1380|1419|2442
4453,Workers,http://vocabularies.unesco.org/thesaurus/concept9649,6.80,Travailleur,Workers,,,3031,140|1130|1525|2449|2895|3738|4432,2232|4456|4269|1380|3681|4455
4428,Women managers,http://vocabularies.unesco.org/thesaurus/concept9681,6.80,Femme cadre,Women managers,,,2442,,
3681,Self employed,http://vocabularies.unesco.org/thesaurus/concept9997,6.80,Travailleur indépendant,Self employed,,,2870,,1419|4453
3938,Strikes,http://vocabularies.unesco.org/thesaurus/concept11197,6.85,Grève,Strikes,,,2233,,1651
2446,Manpower,http://vocabularies.unesco.org/thesaurus/concept12020,6.85,Main-d'oeuvre,Manpower,Population économiquement active.,The economically active population.,2237,,2232|3155|1910
2239,Labour mobility,http://vocabularies.unesco.org/thesaurus/concept13118,6.85,Mobilité de la main-d'oeuvre,Labour mobility,Aptitude de travailleurs individuels à se déplacer pour répondre aux besoins des marchés du travail.,Ability of individual workers to move in and among labour markets.,2237,,3786|2238|2245
2245,Labour supply,http://vocabularies.unesco.org/thesaurus/concept13119,6.85,Offre de travail,Labour supply,"Indique non seulement l'importance de la main-d'oeuvre, mais aussi ses qualifications et sa localisation géographique tout comme sa volonté et son aptitude à être productif.","Denotes not only the size of the workforce, but also its skills and geographic location as well as its willingness and ability to be productive.",2237,2447,4051|2239|2448
2240,Labour movements,http://vocabularies.unesco.org/thesaurus/concept13130,6.85,Mouvement ouvrier,Labour movements,,,2243,,3131|3787|3821|4180
4455,Workers participation,http://vocabularies.unesco.org/thesaurus/concept13140,6.85,Participation des travailleurs,Workers participation,,,2243,,3313|4453
4264,Underemployment,http://vocabularies.unesco.org/thesaurus/concept16582,6.85,Sous-emploi,Underemployment,Sous-utilisation ou mauvaise utilisation de la main-d'oeuvre.,Underutilization or inefficient use of the labour force.,4270,,
4180,Trade unions,http://vocabularies.unesco.org/thesaurus/concept3212,6.85,Syndicat,Trade unions,,,2243,685,4052|4454|2115|1651|308|2233|2240
3942,Structural unemployment,http://vocabularies.unesco.org/thesaurus/concept3419,6.85,Chômage structurel,Structural unemployment,"Causé par un changement dans la structure de l'économie, résultant de facteurs tels qu'un changement technologique ou la relocalisation industrielle, ou encore par un changement dans la composition de la main-d'oeuvre.","Caused by changes in the structure of the economy resulting from such factors as technological change or relocation of industry, or by changes in the composition of the labour force.",4270,,342|4076|2017
2447,Manpower needs,http://vocabularies.unesco.org/thesaurus/concept3734,6.85,Besoin de main-d'oeuvre,Manpower needs,"Demande générale de main-d'oeuvre, ou demande dans des industries ou des secteurs spécifiques de l'économie.","General demand for labour, or demand in particular industries or sectors of the economy.",2245,,2448
1910,Human resources,http://vocabularies.unesco.org/thesaurus/concept4299,6.85,Ressources humaines,Human resources,"Main-d'oeuvre effective (population active), à laquelle s'ajoute la main-d'oeuvre potentielle.","The actual workforce (manpower), plus the potential workforce.",2237,,474|1911|2446
4270,Unemployment,http://vocabularies.unesco.org/thesaurus/concept4467,6.85,Chômage,Unemployment,,,1382,3942|4264,511|3793|3776|4269|1206|4443|4488
1384,Employment opportunities,http://vocabularies.unesco.org/thesaurus/concept4941,6.85,Chances d'obtenir un emploi,Employment opportunities,,,1382,,4204|1447|1383|1385
607,Child labour,http://vocabularies.unesco.org/thesaurus/concept5066,6.85,Travail des enfants,Child labour,,,2232,,612|3501
4443,Womens unemployment,http://vocabularies.unesco.org/thesaurus/concept5140,6.85,Chômage des femmes,Womens unemployment,,,4434,,4270
4488,Youth unemployment,http://vocabularies.unesco.org/thesaurus/concept5142,6.85,Chômage des jeunes,Youth unemployment,,,4482,,1234|1238|3948|4270
647,Clandestine employment,http://vocabularies.unesco.org/thesaurus/concept5355,6.85,Travail clandestin,Clandestine employment,Travail lucratif effectué en violation des dispositions établies par la législation.,Gainful occupation carried out in violation of provisions set by legislation.,1382,,
684,Collective agreements,http://vocabularies.unesco.org/thesaurus/concept5565,6.85,Convention collective,Collective agreements,"Accord réglant les conditions de travail d'un groupe donné de travailleurs, conclu entre les représentants des travailleurs et l'employeur.",Agreement concerning the working conditions of a particular group of workers concluded between the workers' representatives and the employers.,685,,795|2244|4458|2233
2233,Labour disputes,http://vocabularies.unesco.org/thesaurus/concept5568,6.85,Conflit du travail,Labour disputes,,,2243,3938,3772|2236|684|685|4180
685,Collective bargaining,http://vocabularies.unesco.org/thesaurus/concept5573,6.85,Négociation collective,Collective bargaining,"Pourparlers au cours desquels les représentants d'employeurs et d'employés traitent et débattent des différents aspects de leur relation, afin de parvenir à un accord de travail satisfaisant pour les deux parties.",The process by which representatives of employers and employees discuss and negotiate the various phases of their relationship with a view to arriving at a mutually acceptable labour agreement.,4180,684,2244|2233
1625,Forced labour,http://vocabularies.unesco.org/thesaurus/concept6143,6.85,Travail forcé,Forced labour,,,2232,,3745|1918|791
1383,Employment creation,http://vocabularies.unesco.org/thesaurus/concept6805,6.85,Création d'emploi,Employment creation,Génération de nouveaux emplois dans des secteurs ou des entreprises exigeant davantage de main-d'oeuvre.,The generation of new jobs in sectors or enterprises requiring more manpower.,1385,,1384
1382,Employment,http://vocabularies.unesco.org/thesaurus/concept682,6.85,Emploi,Employment,,,,647|1384|1385|1386|1674|2993|4270|4434|4482,1238|4039|3483|795
2232,Labour,http://vocabularies.unesco.org/thesaurus/concept683,6.85,Travail,Labour,,,,607|1625,2237|3031|2236|2235|4361|4453|2242|2446
2237,Labour market,http://vocabularies.unesco.org/thesaurus/concept684,6.85,Marché du travail,Labour market,,,,1116|1910|2234|2239|2241|2242|2245|2446,2232
2243,Labour relations,http://vocabularies.unesco.org/thesaurus/concept685,6.85,Relations de travail,Labour relations,"Relations collectives entre employeurs et employés, entre employeurs et syndicats, ou encore entre employeurs, syndicats et le gouvernement. Utiliser ""gestion du personnel"" pour signifier les relations individuelles entre employeurs.","Collective relations between employers and employees, between employers and trade unions, or between employers, unions and the government. Use ""personnel management"" for individual relations between employers and employees.",,2233|2240|4180|4455,4454|2118|2868
1911,Human resources development,http://vocabularies.unesco.org/thesaurus/concept7758,6.85,Développement des ressources humaines,Human resources development,,,2241,,3032|534|1900|2865|2868|1910
1385,Employment policy,http://vocabularies.unesco.org/thesaurus/concept7887,6.85,Politique de l'emploi,Employment policy,,,1382,1383,1063|1384|2241|2448
2241,Labour policy,http://vocabularies.unesco.org/thesaurus/concept7891,6.85,Politique du travail,Labour policy,,,2237,1911|2448,1205|3792|1063|4360|1385
1116,Division of labour,http://vocabularies.unesco.org/thesaurus/concept8268,6.85,Division du travail,Division of labour,Processus par lequel une main-d'oeuvre est affectée à l'activité dans laquelle elle est la plus productive.,The process whereby labour is allocated to the activity in which it is most productive.,2237,1700,1218|2129|2242
1700,Gender division of labour,http://vocabularies.unesco.org/thesaurus/concept8270,6.85,Division du travail basée sur le sexe,Gender division of labour,,,1116,,4432|4434
2242,Labour productivity,http://vocabularies.unesco.org/thesaurus/concept8276,6.85,Productivité du travail,Labour productivity,"Capacité de production d'un individu, d'une entreprise ou d'un secteur économique spécifique.","Efficiency of production at the level of the individual, the enterprise or the specific economic sector.",2237,,2232|1116|2234
2234,Labour economics,http://vocabularies.unesco.org/thesaurus/concept8742,6.85,Économie du travail,Labour economics,,,2237,,4361|2242
4482,Youth employment,http://vocabularies.unesco.org/thesaurus/concept9044,6.85,Emploi des jeunes,Youth employment,,,1382,4488,1238|3948
2993,Part time employment,http://vocabularies.unesco.org/thesaurus/concept9629,6.85,Emploi à temps partiel,Part time employment,Emploi régulier dont les horaires sont considérablement réduits par rapport aux horaires habituels.,Employment on a regular basis for hours substantially shorter than the standard hours.,1382,,
4434,Womens employment,http://vocabularies.unesco.org/thesaurus/concept9632,6.85,Emploi des femmes,Womens employment,,,1382,4443,4439|4432|1700
1386,Employment services,http://vocabularies.unesco.org/thesaurus/concept9651,6.85,Service de l'emploi,Employment services,Services fournis officiellement par des gouvernements aussi bien que ceux qui sont proposés sur une base privée et payante.,Services provided officially by governments as well as those run on a private fee-paying basis.,1382,,4269
1674,Full employment,http://vocabularies.unesco.org/thesaurus/concept9652,6.85,Plein emploi,Full employment,Situation selon laquelle toute la main-d'oeuvre disponible a pu bénéficier d'un emploi rémunéré.,Situation where all persons seeking employment have been provided with paid positions.,1382,,
2448,Manpower planning,http://vocabularies.unesco.org/thesaurus/concept9659,6.85,Planification de la main-d'oeuvre,Manpower planning,Analyse et prévision des besoins courants en main-d'oeuvre ainsi que les besoins futurs en terme de planification économique à long terme.,Analysis and projection of current manpower needs as well as future needs in light of long-term economic planning.,2241,,2938|1385|2245|2447
100,Africa South of the Sahara,http://vocabularies.unesco.org/thesaurus/concept1608,7.05,Afrique au sud du Sahara,Africa South of the Sahara,,,99,,574|1175|3556|3871|4408
3869,South Sudan,http://vocabularies.unesco.org/thesaurus/concept17083,7.05,Soudan du Sud,South Sudan,"S'applique aux événements survenus après le 9 juillet 2011. Pour les événements antérieurs, utiliser Soudan.",Use for events after 9 July 2011. For earlier events use Sudan.,1175,,3976
99,Africa,http://vocabularies.unesco.org/thesaurus/concept688,7.05,Afrique,Africa,,,,100,104|102|105|101
161,Algeria,http://vocabularies.unesco.org/thesaurus/concept689,7.05,Algérie,Algeria,,,226|2179|2411|2540|2821|1663,,
187,Angola,http://vocabularies.unesco.org/thesaurus/concept690,7.05,Angola,Angola,,,3171|3871,,
390,Benin,http://vocabularies.unesco.org/thesaurus/concept691,7.05,Bénin,Benin,,,2179|4408|1663,,
467,Botswana,http://vocabularies.unesco.org/thesaurus/concept692,7.05,Botswana,Botswana,,,1409|3871,,
508,Burkina Faso,http://vocabularies.unesco.org/thesaurus/concept693,7.05,Burkina Faso,Burkina Faso,,,2179|3556|4408|1663,,
510,Burundi,http://vocabularies.unesco.org/thesaurus/concept694,7.05,Burundi,Burundi,,,1175|1663,,
530,Cameroon,http://vocabularies.unesco.org/thesaurus/concept695,7.05,Cameroun,Cameroon,,,574|2179|3556|1663,,
522,Cabo Verde,http://vocabularies.unesco.org/thesaurus/concept696,7.05,Cabo Verde,Cabo Verde,,,3171|4408|3756,,
574,Central Africa,http://vocabularies.unesco.org/thesaurus/concept697,7.05,Afrique centrale,Central Africa,,,,530|575|586|801|802|1449|1688|3577|4491,100
575,Central African Republic,http://vocabularies.unesco.org/thesaurus/concept698,7.05,République centrafricaine,Central African Republic,,,574|1663,,
586,Chad,http://vocabularies.unesco.org/thesaurus/concept699,7.05,Tchad,Chad,,,574|2179|3556|1663,,
751,Comoros,http://vocabularies.unesco.org/thesaurus/concept700,7.05,Comores,Comoros,,,1175|1995|2179|1663|3756,,
801,Congo,http://vocabularies.unesco.org/thesaurus/concept701,7.05,Congo,Congo,,,574|1663,,
802,Congo DR,http://vocabularies.unesco.org/thesaurus/concept702,7.05,Congo RD,Congo DR,"S'applique aux événements survenus après mai 1997, utiliser autrement Zaïre.","Use for events after May 1997, otherwise, use Zaire.",574|1663,,
